CodigoDiagnostico;Descripcion
J188;OTRAS NEUMONIAS, DE MICROORGANISMO NO ESPECIFICADO
J189;NEUMONIA, NO ESPECIFICADA
J200;BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE
J201;BRONQUITIS AGUDA DEBIDA A HAEMOPHILUS INFLUENZAE
J202;BRONQUITIS AGUDA DEBIDA A ESTREPTOCOCOS
J203;BRONQUITIS AGUDA DEBIDA A VIRUS COXSACKIE
J204;BRONQUITIS AGUDA DEBIDA A VIRUS PARAINFLUENZA
J205;BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J206;BRONQUITIS AGUDA DEBIDA A RINOVIRUS
J207;BRONQUITIS AGUDA DEBIDA A VIRUS ECHO
J208;BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J209;BRONQUITIS AGUDA, NO ESPECIFICADA
J210;BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
J218;BRONQUIOLITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
J219;BRONQUIOLITIS AGUDA, NO ESPECIFICADA
J22;INFECCION AGUDA NO ESPECIFICADA DE LAS VIAS RESPIRATORIAS INFERIORES
J300;RINITIS VASOMOTORA
J301;RINITIS ALERGICA DEBIDA AL POLEN
J302;OTRA RINITIS ALERGICA ESTACIONAL
J303;OTRAS RINITIS ALERGICAS
J304;RINITIS ALERGICA, NO ESPECIFICADA
J310;RINITIS CRONICA
J311;RINOFARINGITIS CRONICA
J312;FARINGITIS CRONICA
J320;SINUSITIS MAXILAR CRONICA
J321;SINUSITIS FRONTAL CRONICA
J322;SINUSITIS ETMOIDAL CRONICA
J323;SINUSITIS ESFENOIDAL CRONICA
J324;PANSINUSITIS CRONICA
J328;OTRAS SINUSITIS CRONICAS
J329;SINUSITIS CRONICA, NO ESPECIFICADA
J330;POLIPO DE LA CAVIDAD NASAL
J331;DEGENERACION POLIPOIDE DE SENO PARANASAL
J338;OTROS POLIPOS DE LOS SENOS PARANASALES
J339;POLIPO NASAL, NO ESPECIFICADO
J340;ABSCESO, FURUNCULO Y ANTRAX DE LA NARIZ
J341;QUISTE Y MUCOCELE DE LA NARIZ Y DEL SENO PARANASAL
J342;DESVIACION DEL TABIQUE NASAL
J343;HIPERTROFIA DE LOS CORNETES NASALES
J348;OTROS TRASTORNOS ESPECIFICADOS DE LA NARIZ Y DE LOS SENOS PARANASALES
J350;AMIGDALITIS CRONICA
J351;HIPERTROFIA DE LAS AMIGDALAS
J352;HIPERTROFIA DE LAS ADENOIDES
J353;HIPERTROFIA DE LAS AMIGDALAS CON HIPERTROFIA DE LAS ADENOIDES
J358;OTRAS ENFERMEDADES CRONICAS DE LAS AMIGDALAS Y DE LAS ADENOIDES
J359;ENFERMEDAD CRONICAS DE LAS AMIGDALAS Y DE LAS ADENOIDES, NO ESPECIFICADA
J36;ABSCESO PERIAMIGDALINO
J370;LARINGITIS CRONICA
J371;LARINGOTRAQUEITIS CRONICA
J380;PARALISIS DE LAS CUERDAS VOCALES Y DE LA LARINGE
J381;POLIPO DE LAS CUERDAS VOCALES Y DE LA LARINGE
J382;NODULOS DE LAS CUERDAS VOCALES
J383;OTRAS ENFERMEDADES DE LAS CUERDAS VOCALES
J384;EDEMA DE LARINGE
J385;ESPASMO LARINGEO
J386;ESTENOSIS LARINGEA
J387;OTRAS ENFERMEDADES DE LA LARINGE
J390;ABSCESO RETROFARINGEO Y PARAFARINGEO
J391;OTROS ABSCESOS DE LA FARINGE
J392;OTRAS ENFERMEDADES DE LA FARINGE
J393;REACCION DE HIPERSENSIBILIDAD DE LAS VIAS RESPIRATORIAS SUPERIORES, SITIO NO ESPECIFICADO
J398;OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VIAS RESPIRATORIAS SUPERIORES
J399;ENFERMEDAD DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA
J40;BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA
J410;BRONQUITIS CRONICA SIMPLE
J411;BRONQUITIS CRONICA MUCOPURULENTA
J418;BRONQUITIS CRONICA MIXTA SIMPLE Y MUCOPURULENTA
J42;BRONQUITIS CRONICA NO ESPECIFICADA
J430;SINDROME DE MACLEOD
J431;ENFISEMA PANLOBULAR
J432;ENFISEMA CENTROLOBULAR
J438;OTROS TIPOS DE ENFISEMA
J439;ENFISEMA, NO ESPECIFICADO
J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES
J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA
J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS
J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA
J450;ASMA PREDOMINANTEMENTE ALERGICA
J451;ASMA NO ALERGICA
J458;ASMA MIXTA
J459;ASMA, NO ESPECIFICADA
J46;ESTADO ASMATICO
J47;BRONQUIECTASIA
J60;NEUMOCONIOSIS DE LOS MINEROS DEL CARBON
J61;NEUMOCONIOSIS DEBIDA AL ASBESTO Y A OTRAS FIBRAS MINERALES
J620;NEUMOCONIOSIS DEBIDA A POLVO DE TALCO
J628;NEUMOCONIOSIS DEBIDA A OTROS POLVOS QUE CONTIENEN SILICE
J630;ALUMINOSIS (DEL PULMON)
J631;FIBROSIS (DEL PULMON) DEBIDA A BAUXITA
J632;BERILIOSIS
J633;FIBROSIS (DEL PULMON) DEBIDA A GRAFITO
J634;SIDEROSIS
J635;ESTAÑOSIS
J638;NEUMOCONIOSIS DEBIDA A OTROS POLVOS INORGANICOS ESPECIFICADOS
J64;NEUMOCONIOSIS, NO ESPECIFICADA
J65;NEUMOCONIOSIS, ASOCIADA CON TUBERCULOSIS
J660;BISINOSIS
J661;ENFERMEDAD DE LOS TRABAJADORES DEL LINO
J662;CANABINOSIS
J668;ENFERMEDAD DE LAS VIAS AEREAS DEBIDAS A OTROS POLVOS ORGANICOS ESPECIFICOS
J670;PULMON DEL GRANJERO
J671;BAGAZOSIS
J672;PULMON DEL ORNITOFILO
J673;SUBEROSIS
J674;PULMON DEL MANIPULADOR DE MALTA
J675;PULMON DEL MANIPULADOR DE HONGOS
J676;PULMON DEL DESCORTEZADOR DEL ARCE
J677;NEUMONITIS DE LA VENTILACION DEBIDA AL ACONDICIONADOR Y HUMIDIFICADOR DEL AIRE
J678;NEUMONITIS DEBIDA A HIPERSENSIBILIDAD A OTROS POLVOS ORGANICOS
J679;NEUMONITIS DEBIDA A HIPERSENSIBILIDAD A POLVO ORGANICO NO ESPECIFICADO
J680;BRONQUITIS Y NEUMONITIS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS
J681;EDEMA PULMONAR AGUDO DEBIDO A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS
J682;INFLAMACION RESPIRATORIA SUPERIOR DEBIDA A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS, NO CLASIFICADAS EN OTRA PARTE
J683;OTRAS AFECCIONES RESPIRATORIAS AGUDAS Y SUBAGUDAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS
J684;AFECCIONES RESPIRATORIAS CRONICAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS
J688;OTRAS AFECCIONES RESPIRATORIAS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS
J689;AFECCION RESPIRATORIA NO ESPECIFICADA, DEBIDA A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS
J690;NEUMONITIS DEBIDA A ASPIRACION DE ALIMENTO O VOMITO
J691;NEUMONITIS DEBIDA A ASPIRACION DE ACEITES Y ESENCIAS
J698;NEUMONITIS DEBIDA A ASPIRACION DE OTROS SOLIDOS Y LIQUIDOS
J700;MANIFESTACIONES PULMONARES AGUDAS DEBIDAS A RADIACION
J701;MANIFESTACIONES PULMONARES CRONICAS Y OTRAS MANIFESTACIONES DEBIDAS A RADIACION
J702;TRASTORNOS PULMONARES INTERSTICIALES AGUDOS INDUCIDOS POR DROGAS
J703;TRASTORNOS PULMONARES INTERSTICIALES CRONICOS INDUCIDOS POR DROGAS
J704;TRASTORNOS PULMONARES INTERSTICIALES NO ESPECIFICADOS INDUCIDOS POR DROGAS
J708;AFECCIONES RESPIRATORIAS DEBIDAS A OTROS AGENTES EXTERNOS ESPECIFICADOS
J709;AFECCIONES RESPIRATORIAS DEBIDAS A AGENTES EXTERNOS NO ESPECIFICADOS
J80;SINDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO
J81;EDEMA PULMONAR
J82;EOSINOFILIA PULMONAR, NO CLASIFICADA EN OTRA PARTE
J840;AFECCIONES ALVEOLARES Y ALVEOLOPARIETALES
J841;OTRAS ENFERMEDADES PULMONARES INTERSTICIALES CON FIBROSIS
J848;OTRAS ENFERMEDADES PULMONARES INTERSTICIALES ESPECIFICADAS
J849;ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA
J850;GANGRENA Y NECROSIS DEL PULMON
J851;ABSCESO DEL PULMON CON NEUMONIA
J852;ABSCESO DEL PULMON SIN NEUMONIA
J853;ABSCESO DEL MEDIASTINO
J860;PIOTORAX CON FISTULA
J869;PIOTORAX SIN FISTULA
J90;DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE
J91*;DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE
J920;PAQUIPLEURITIS CON ASBESTOSIS
J929;PAQUIPLEURITIS SIN ASBESTOSIS
J930;NEUMOTORAX ESPONTANEO A PRESION
J931;OTROS TIPOS DE NEUMOTORAX ESPONTANEO
J938;OTROS NEUMOTORAX
J939;NEUMOTORAX, NO ESPECIFICADO
J940;QUILOTORAX
J941;FIBROTORAX
J942;HEMOTORAX
J948;OTRAS AFECCIONES ESPECIFICADAS DE LA PLEURA
J949;AFECCION PLEURAL, NO ESPECIFICADA
J950;FUNCIONAMIENTO DEFECTUOSO DE LA TRAQUEOSTOMIA
J951;INSUFICIENCIA PULMONAR AGUDA CONSECUTIVA A CIRUGIA TORACICA
J952;INSUFICIENCIA PULMONAR AGUDA CONSECUTIVA A CIRUGIA EXTRATORACICA
J953;INSUFICIENCIA PULMONAR CRONICA CONSECUTIVA A CIRUGIA
J954;SINDROME DE MENDELSON
J955;ESTENOSIS SUBGLOTICA CONSECUTIVA A PROCEDIMIENTOS
J958;OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS
J959;TRASTORNO NO ESPECIFICADO DEL SISTEMA RESPIRATORIO, CONSECUTIVOS A PROCEDIMIENTOS
J960;INSUFICIENCIA RESPIRATORIA AGUDA
J961;INSUFICIENCIA RESPIRATORIA CRONICA
J969;INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA
J980;ENFERMEDADES DE LA TRAQUEA Y DE LOS BRONQUIOS, NO CLASIFICADAS EN OTRA PARTE
J981;COLAPSO PULMONAR
J982;ENFISEMA INTERSTICIAL
J983;ENFISEMA COMPENSATORIO
J984;OTROS TRASTORNOS DEL PULMON
J985;ENFERMEDADES DEL MEDIASTINO, NO CLASIFICADOS EN OTRA PARTE
J986;TRASTORNOS DEL DIAFRAGMA
J988;OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS
J989;TRASTORNO RESPIRATORIO, NO ESPECIFICADO
J990*;ENFERMEDAD PULMONAR REUMATOIDE (M05.1†)
J991*;TRASTORNOS RESPIRATORIOS EN OTROS TRASTORNOS DIFUSOS DEL TEJIDO CONJUNTIVO
J998*;TRASTORNOS RESPIRATORIOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K000;ANODONCIA
K001;DIENTES SUPERNUMERARIOS
K002;ANOMALIAS DEL TAMAÑO Y DE LA FORMA DEL DIENTE
K003;DIENTES MOTEADOS
K004;ALTERACIONES EN LA FORMACION DENTARIA
K005;ALTERACIONES HEREDITARIAS DE LA ESTRUCTURA DENTARIA, NO CLASIFICADAS EN OTRA PARTE
K006;ALTERACIONES EN LA ERUPCION DENTARIA
K007;SINDROME DE LA ERUPCION DENTARIA
K008;OTROS TRASTORNOS DEL DESARROLLO DE LOS DIENTES
K009;TRASTORNO DEL DESARROLLO DE LOS DIENTES, NO ESPECIFICADO
K010;DIENTES INCLUIDOS
K011;DIENTES IMPACTADOS
K020;CARIES LIMITADA AL ESMALTE
K021;CARIES DE LA DENTINA
K022;CARIES DEL CEMENTO
K023;CARIES DENTARIA DETENIDA
K024;ODONTOCLASIA
K028;OTRAS CARIES DENTALES
K029;CARIES DENTAL, NO ESPECIFICADA
K030;ATRICION EXCESIVA DE LOS DIENTES
K031;ABRASION DE LOS DIENTES
K032;EROSION DE LOS DIENTES
K033;REABSORCION PATOLOGICA DE LOS DIENTES
K034;HIPERCEMENTOSIS
K035;ANQUILOSIS DENTAL
K036;DEPOSITOS [ACRECIONES] EN LOS DIENTES
K037;CAMBIOS POSTERUPTIVOS DEL COLOR DE LOS TEJIDOS DENTALES DUROS
K038;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS TEJIDOS DUROS DE LOS DIENTES
K039;ENFERMEDAD NO ESPECIFICADA DE LOS TEJIDOS DENTALES DUROS
K040;PULPITIS
K041;NECROSIS DE LA PULPA
K042;DEGENERACION DE LA PULPA
K043;FORMACION ANORMAL DE TEJIDO DURO EN LA PULPA
K044;PERIODONTITIS APICAL AGUDA ORIGINADA EN LA PULPA
K045;PERIODONTITIS APICAL CRONICA
K046;ABSCESO PERIAPICAL CON FISTULA
K047;ABSCESO PERIAPICAL SIN FISTULA
K048;QUISTE RADICULAR
K049;OTRAS ENFERMEDADES Y LAS NO ESPECIFICADAS DE LA PULPA Y DEL TEJIDO PERIAPICAL
K050;GINGIVITIS AGUDA
K051;GINGIVITIS CRONICA
K052;PERIODONTITIS AGUDA
K053;PERIODONTITIS CRONICA
K054;PERIODONTOSIS
K055;OTRAS ENFERMEDADES PERIODONTALES
K056;ENFERMEDAD DE PERIODONTO, NO ESPECIFICADA
K060;RETRACCION GINGIVAL
K061;HIPERPLASIA GINGIVAL
K062;LESIONES DE LA ENCIA Y DE LA ZONA EDENTULA ASOCIADAS CON TRAUMATISMO
K068;OTROS TRASTORNOS ESPECIFICADOS DE LA ENCIA Y DE LA ZONA EDENTULA
K069;TRASTORNO NO ESPECIFICADO DE LA ENCIA Y DE LA ZONA EDENTULA
K070;ANOMALIAS EVIDENTES DEL TAMAÑO DE LOS MAXILARES
K071;ANOMALIAS DE LA RELACION MAXILOBASILAR
K072;ANOMALIAS DE LA RELACION ENTRE LOS ARCOS DENTARIOS
K073;ANOMALIAS DE LA POSICION DEL DIENTE
K074;MALOCLUSION DE TIPO NO ESPECIFICADO
K075;ANOMALIAS DENTOFACIALES FUNCIONALES
K076;TRASTORNOS DE LA ARTICULACION TEMPOROMAXILAR
K078;OTRAS ANOMALIAS DENTOFACIALES
K079;ANOMALIA DENTOFACIAL, NO ESPECIFICADA
K080;EXFOLIACION DE LOS DIENTES DEBIDA A CAUSAS SISTEMICAS
K081;PERDIDA DE DIENTES DEBIDA A ACCIDENTE, EXTRACCION O ENFERMEDAD PERIODONTAL LOCAL
K082;ATROFIA DE REBORDE ALVEOLAR DESDENTADO
K083;RAIZ DENTAL RETENIDA
K088;OTRAS AFECCIONES ESPECIFICADAS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN
K089;TRASTORNO DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTEN, NO ESPECIFICADO
K090;QUISTES ORIGINADOS POR EL DESARROLLO DE LOS DIENTES
K091;QUISTES DE LAS FISURAS (NO ODONTOGENICOS)
K092;OTROS QUISTES DE LOS MAXILARES
K098;OTROS QUISTES DE LA REGION BUCAL, NO CLASIFICADOS EN OTRA PARTE
K099;QUISTE DE LA REGION BUCAL, SIN OTRA ESPECIFICACION
K100;TRASTORNOS DEL DESARROLLO DE LOS MAXILARES
K101;GRANULOMA CENTRAL DE CELULAS GIGANTES
K102;AFECCIONES INFLAMATORIAS DE LOS MAXILARES
K103;ALVEOLITIS DEL MAXILAR
K108;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS MAXILARES
K109;ENFERMEDAD DE LOS MAXILARES, NO ESPECIFICADA
K110;ATROFIA DE GLANDULA SALIVAL
K111;HIPERTROFIA DE GLANDULA SALIVAL
K112;SIALADENITIS
K113;ABSCESO DE GLANDULA SALIVAL
K114;FISTULA DE GLANDULA SALIVAL
K115;SIALOLITIASIS
K116;MUCOCELE DE GLANDULA SALIVAL
K117;ALTERACIONES DE LA SECRECION SALIVAL
K118;OTRAS ENFERMEDADES DE LAS GLANDULAS SALIVALES
K119;ENFERMEDAD DE GLANDULA SALIVAL. NO ESPECIFICADA
K120;ESTOMATITIS AFTOSA RECURRENTE
K121;OTRAS FORMAS DE ESTOMATITIS
K122;CELULITIS Y ABSCESO DE BOCA
K130;ENFERMEDADES DE LOS LABIOS
K131;MORDEDURA DEL LABIO Y DE LA MEJILLA
K132;LEUCOPLASIA Y OTRAS ALTERACIONES DEL EPITELIO BUCAL, INCLUYENDO LA LENGUA
K133;LEUCOPLASIA PILOSA
K134;GRANULOMA Y LESIONES SEMEJANTES DE LA MUCOSA BUCAL
K135;FIBROSIS DE LA SUBMUCOSA BUCAL
K136;HIPERPLASIA IRRITATIVA DE LA MUCOSA BUCAL
K137;OTRAS LESIONES Y LAS NO ESPECIFICADAS DE LA MUCOSA BUCAL
K140;GLOSITIS
K141;LENGUA GEOGRAFICA
K142;GLOSITIS ROMBOIDEA MEDIANA
K143;HIPERTROFIA DE LAS PAPILAS LINGUALES
K144;ATROFIA DE LAS PAPILAS LINGUALES
K145;LENGUA PLEGADA
K146;GLOSODINIA
K148;OTRAS ENFERMEDADES DE LA LENGUA
K149;ENFERMEDAD DE LA LENGUA, NO ESPECIFICADA
K20;ESOFAGITIS
K210;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO CON ESOFAGITIS
K219;ENFERMEDAD DEL REFLUJO GASTROESOFAGICO SIN ESOFAGITIS
K220;ACALASIA DEL CARDIAS
K221;ULCERA DEL ESOFAGO
K222;OBSTRUCCION DEL ESOFAGO
K223;PERFORACION DEL ESOFAGO
K224;DISQUINESIA DEL ESOFAGO
K225;DIVERTICULO DEL ESOFAGO, ADQUIRIDO
K226;SINDROME DE LACERACION Y HEMORRAGIA GASTROESOFAGICAS
K228;OTRAS ENFERMEDADES ESPECIFICADAS DEL ESOFAGO
K229;ENFERMEDAD DEL ESOFAGO, NO ESPECIFICADA
K230*;ESOFAGITIS TUBERCULOSA (A18.†)
K231*;MEGAESOFAGO EN LA ENFERMEDAD DE CHAGAS (B57.3†)
K238*;TRASTORNOS DEL ESOFAGO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
K250;ULCERA GASTRICA AGUDA CON HEMORRAGIA
K251;ULCERA GASTRICA AGUDA CON PERFORACION
K252;ULCERA GASTRICA AGUDA CON HEMORRAGIA Y PERFORACION
K253;ULCERA GASTRICA AGUDA SIN HEMORRAGIA NI PERFORACION
K254;ULCERA GASTRICA CRONICA O NO ESPECIFICADA, CON HEMORRAGIA
K255;ULCERA GASTRICA CRONICA O NO ESPECIFICADA, CON PERFORACION
K256;ULCERA GASTRICA CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION
K257;ULCERA GASTRICA CRONICA SIN HEMORRAGIA NI PERFORACION
K259;ULCERA GASTRICA NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION
K260;ULCERA DUODENAL AGUDA CON HEMORRAGIA
K261;ULCERA DUODENAL AGUDA CON PERFORACION
K262;ULCERA DUODENAL AGUDA CON HEMORRAGIA Y PERFORACION
K263;ULCERA DUODENAL AGUDA SIN HEMORRAGIA NI PERFORACION
K264;ULCERA DUODENAL CRONICA O NO ESPECIFICADA, CON HEMORRAGIA
K265;ULCERA DUODENAL CRONICA O NO ESPECIFICADA, CON PERFORACION
K266;ULCERA DUODENAL CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION
K267;ULCERA DUODENAL CRONICA SIN HEMORRAGIA NI PERFORACION
K269;ULCERA DUODENAL NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION
K270;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO AGUDA CON HEMORRAGIA
K271;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO AGUDA CON PERFORACION
K272;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO AGUDA CON HEMORRAGIA Y PERFORACION
K273;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO AGUDA SIN HEMORRAGIA NI PERFORACION
K274;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA, CON HEMORRAGIA
K275;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA, CON PERFORACION
K276;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION
K277;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO CRONICA SIN HEMORRAGIA NI PERFORACION
K279;ULCERA PEPTICA, DE SITIO NO ESPECIFICADO NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION
K280;ULCERA GASTROYEYUNAL AGUDA CON HEMORRAGIA
K281;ULCERA GASTROYEYUNAL AGUDA CON PERFORACION
K282;ULCERA GASTROYEYUNAL AGUDA CON HEMORRAGIA Y PERFORACION
K283;ULCERA GASTROYEYUNAL AGUDA SIN HEMORRAGIA NI PERFORACION
K284;ULCERA GASTROYEYUNAL CRONICA O NO ESPECIFICADA, CON HEMORRAGIA
K285;ULCERA GASTROYEYUNAL CRONICA O NO ESPECIFICADA, CON PERFORACION
K286;ULCERA GASTROYEYUNAL CRONICA O NO ESPECIFICADA, CON HEMORRAGIA Y PERFORACION
K287;ULCERA GASTROYEYUNAL CRONICA SIN HEMORRAGIA NI PERFORACION
K289;ULCERA GASTROYEYUNAL NO ESPECIFICADA COMO AGUDA NI CRONICA, SIN HEMORRAGIA NI PERFORACION
K290;GASTRITIS AGUDA HEMORRAGICA
K291;OTRAS GASTRITIS AGUDAS
K292;GASTRITIS ALCOHOLICA
K293;GASTRITIS CRONICA SUPERFICIAL.
K294;GASTRITIS CRONICA ATROFICA
K295;GASTRITIS CRONICA, NO ESPECIFICADA
K296;OTRAS GASTRITIS
K297;GASTRITIS, NO ESPECIFICADA
K298;DUODENITIS
K299;GASTRODUODENITIS, NO ESPECIFICADA
K30;DISPEPSIA
K310;DILATACION AGUDA DEL ESTOMAGO
K311;ESTENOSIS PILORICA HIPERTROFICA DEL ADULTO
K312;ESTRECHEZ O ESTENOSIS DEL ESTOMAGO EN RELOJ DE ARENA
K313;ESPASMO DEL PILORO, NO CLASIFICADO EN OTRA PARTE
K314;DIVERTICULO GASTRICO
K315;OBSTRUCCION DEL DUODENO
K316;FISTULA DEL ESTOMAGO Y DEL DUODENO
K317;POLIPO DEL ESTOMAGO Y DEL DUODENO
K318;OTRAS ENFERMEDADES ESPECIFICADAS DEL ESTOMAGO Y DEL DUODENO
K319;ENFERMEDAD DEL ESTOMAGO Y DEL DUODENO, NO ESPECIFICADA
K350;APENDICITIS AGUDA CON PERITONITIS GENERALIZADA
K351;APENDICITIS AGUDA CON ABSCESO PERITONEAL
K359;APENDICITIS AGUDA, NO ESPECIFICADA
K36;OTROS TIPOS DE APENDICITIS
K37;APENDICITIS, NO ESPECIFICADA
K380;HIPERPLASIA DEL APENDICE
K381;CONCRECIONES APENDICULARES
K382;DIVERTICULO DEL APENDICE
K383;FISTULA DEL APENDICE
K388;OTRAS ENFERMEDADES ESPECIFICADAS DEL APENDICE
K389;ENFERMEDAD DEL APENDICE, NO ESPECIFICADA
K400;HERNIA INGUINAL BILATERAL CON OBSTRUCCION, SIN GANGRENA
K401;HERNIA INGUINAL BILATERAL CON GANGRENA
K402;HERNIA INGUINAL BILATERAL, SIN OBSTRUCCION NI GANGRENA
K403;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA
K404;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA
K409;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCION NI GANGRENA
K410;HERNIA FEMORAL BILATERAL, CON OBSTRUCCION, SIN GANGRENA
K411;HERNIA FEMORAL BILATERAL, CON GANGRENA
K412;HERNIA FEMORAL BILATERAL, SIN OBSTRUCCION NI GANGRENA
K413;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA
K414;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA
K419;HERNIA FEMORAL UNILATERAL O NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA
K420;HERNIA UMBILICAL CON OBSTRUCCION, SIN GANGRENA
K421;HERNIA UMBILICAL CON GANGRENA
K429;HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA
K430;HERNIA VENTRAL CON OBSTRUCCION, SIN GANGRENA
K431;HERNIA VENTRAL CON GANGRENA
K439;HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA
K440;HERNIA DIAFRAGMATICA CON OBSTRUCCION, SIN GANGRENA
K441;HERNIA DIAFRAGMATICA CON GANGRENA
K449;HERNIA DIAFRAGMATICA SIN OBSTRUCCIÓN NI GANGRENA
K450;OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON OBSTRUCCION, SIN GANGRENA
K451;OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON GANGRENA
K458;OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, SIN OBSTRUCCION NI GANGRENA
K460;HERNIA ABDOMINAL NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA
K461;HERNIA ABDOMINAL NO ESPECIFICADA, CON GANGRENA
K469;HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA
K500;ENFERMEDAD DE CROHN DEL INTESTINO DELGADO
K501;ENFERMEDAD DE CROHN DEL INTESTINO GRUESO
K508;OTROS TIPOS DE ENFERMEDAD DE CROHN
K509;ENFERMEDAD DE CROHN, NO ESPECIFICADA
K510;ENTEROCOLITIS (CRONICA) ULCERATIVA
K511;ILEOCOLITIS (CRONICA) ULCERATIVA
K512;PROCTITIS (CRONICA) ULCERATIVA
K513;RECTOSIGMOIDITIS (CRONICA) ULCERATIVA
K514;SEUDOPOLIPOSIS DEL COLON
K515;PROCTOCOLITIS MUCOSA
K518;OTRAS COLITIS ULCERATIVAS
K519;COLITIS ULCERATIVA, SIN OTRA ESPECIFICACION
K520;COLITIS Y GASTROENTERITIS DEBIDAS A RADIACION
K521;COLITIS Y GASTROENTERITIS TOXICAS
K522;COLITIS Y GASTROENTERITIS ALERGICAS Y DIETETICAS
K528;OTRAS COLITIS Y GASTROENTERITIS NO INFECCIOSAS ESPECIFICADAS
K529;COLITIS Y GASTROENTERITIS NO INFECCIOSAS, NO ESPECIFICADAS
K550;TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS
K551;TRASTORNO VASCULAR CRONICO DEL INTESTINO
